numero_de_cliente,probabilidad,predict
723138511,0.95809966,1
316227442,0.9266305,1
1539063779,0.92621326,1
1383962726,0.92325795,1
1121225617,0.91879684,1
496272333,0.9160719,1
1306687893,0.9136281,1
1234932332,0.91142356,1
1338400811,0.90814555,1
1229634178,0.9031908,1
491664360,0.9003869,1
815304318,0.89983547,1
654900945,0.89817935,1
1231971341,0.8968155,1
1069693163,0.8958436,1
1437127499,0.89569175,1
571851534,0.8956483,1
1333333623,0.89512175,1
644676568,0.89431965,1
1444463310,0.8938569,1
1077360503,0.89289725,1
307306785,0.89159286,1
1122340744,0.8906723,1
1334226315,0.8892952,1
320161493,0.8877038,1
1172731376,0.88624746,1
551573576,0.8840415,1
745487516,0.88304794,1
1070520236,0.88233185,1
491982688,0.88208896,1
722148738,0.88203114,1
458154443,0.88112915,1
478420001,0.8801033,1
985241289,0.8793575,1
1231946764,0.87718487,1
767524471,0.876788,1
1355024975,0.87662685,1
1306133792,0.8766221,1
878868856,0.8747562,1
807744331,0.8741908,1
300333280,0.8736827,1
773599296,0.8733078,1
1454897491,0.8716685,1
1163420563,0.86941737,1
1095641786,0.8691186,1
884035080,0.86905515,1
1079148886,0.8682252,1
473756828,0.86755025,1
1318294749,0.86746943,1
1449564990,0.8665613,1
274479397,0.86600846,1
1237423372,0.8647647,1
315637466,0.86467725,1
865887179,0.8630673,1
1382659666,0.86283433,1
1246750521,0.86208856,1
1200808878,0.8614727,1
483974859,0.8611474,1
499946835,0.86080945,1
843005073,0.8608039,1
846843956,0.86045706,1
588866510,0.86031854,1
960841355,0.8590892,1
1013856119,0.85883987,1
340674857,0.85864896,1
456161423,0.8581231,1
1134705015,0.85774004,1
354916631,0.8572257,1
1339359438,0.8568803,1
909584641,0.8545333,1
688833690,0.85339165,1
664667412,0.8527683,1
441213780,0.85264075,1
829599475,0.8523453,1
1453782142,0.85073406,1
268237057,0.8507267,1
747688163,0.8504249,1
1224188569,0.85030603,1
268346083,0.84893167,1
1330151812,0.84824497,1
915577570,0.8475723,1
676227735,0.8473805,1
839768428,0.84723455,1
891444836,0.8471959,1
598280662,0.847037,1
342839406,0.8468994,1
1009181571,0.8464767,1
1018675288,0.8461623,1
324040923,0.84607613,1
573702274,0.8454013,1
925584618,0.8447626,1
506637017,0.8445467,1
619867513,0.8443964,1
