numero_de_cliente,probabilidad,predict
1348083332,0.9211207,1
658350101,0.9061784,1
345764726,0.90462655,1
1458151719,0.90410024,1
1382882160,0.90296537,1
1325996283,0.8959258,1
710322376,0.8931876,1
796511591,0.8897943,1
1152785170,0.88856125,1
1113865895,0.87858504,1
334778486,0.87398785,1
964454380,0.8733136,1
478620847,0.87228733,1
845134908,0.8710893,1
306652778,0.86855966,1
826130848,0.8666399,1
687052369,0.86452645,1
1135779596,0.8641519,1
1094942851,0.86328006,1
608525679,0.86312777,1
706621333,0.86130434,1
698013750,0.8607858,1
1089552153,0.8604776,1
1201785516,0.8578029,1
1356773835,0.8573127,1
1301383539,0.856016,1
1327182802,0.8539886,1
1231095199,0.8518593,1
306285953,0.851629,1
258808387,0.8510718,1
1192098835,0.8495138,1
1491222386,0.8491163,1
994389411,0.8480139,1
690003736,0.8472592,1
985463211,0.843354,1
1127869052,0.84318143,1
779846086,0.84239215,1
656988414,0.8417249,1
1216464499,0.83678836,1
571851534,0.8362599,1
1000849728,0.8351682,1
1053489572,0.83446455,1
1233370816,0.83366084,1
454549155,0.83317214,1
1358812005,0.8329623,1
892102199,0.832282,1
1488905496,0.83171767,1
254907010,0.8314042,1
992045390,0.82927567,1
1044883015,0.82862025,1
1137207004,0.82808393,1
973594039,0.8277194,1
563717249,0.8266623,1
864867586,0.8263914,1
465680374,0.82628983,1
961886397,0.8259647,1
889464941,0.82574886,1
879366655,0.8245668,1
1469808379,0.8221009,1
786630854,0.8205362,1
902482861,0.8193586,1
334023540,0.8167052,1
1357857024,0.8152992,1
1198503149,0.81160825,1
594762736,0.81116384,1
250700362,0.8110468,1
1547273547,0.8097896,1
823297125,0.80891114,1
438065957,0.8081661,1
1236309706,0.80806637,1
894415665,0.80617005,1
913911109,0.80598277,1
1202349394,0.8039663,1
755000054,0.8036377,1
1198583004,0.8004672,1
587486728,0.80011624,1
847466605,0.80011255,1
1250169634,0.79904056,1
661551749,0.7963398,1
1161230412,0.79559344,1
1246638651,0.7935669,1
744058434,0.7927945,1
646248366,0.79271203,1
1070067212,0.79267484,1
1223131931,0.7911885,1
731111548,0.7901294,1
995661549,0.7885285,1
280104990,0.78837174,1
800143506,0.78822684,1
1112973262,0.78815335,1
561575236,0.78663063,1
842621263,0.7862611,1
1462059365,0.7852716,1
981203105,0.78521776,1
727279018,0.78479195,1
1463106088,0.783994,1
1010399747,0.7831307,1
279931864,0.78153235,1
777470119,0.7806294,1
1089707559,0.7806197,1
1169057309,0.77987295,1
1323098521,0.7793748,1
998205972,0.7793233,1
638441239,0.779078,1
781851942,0.7790177,1
355539870,0.777523,1
1332032090,0.7767872,1
635099205,0.77599525,1
628386052,0.7746931,1
1235133605,0.77154326,1
584174379,0.7706857,1
1224868836,0.7705098,1
1223440770,0.7697738,1
320600734,0.7686855,1
1234640837,0.7673447,1
1168266999,0.76709336,1
653678763,0.7661677,1
839427641,0.7632014,1
571173675,0.76297563,1
266616403,0.7625994,1
706379573,0.7622433,1
1339799406,0.76146096,1
902266336,0.7597871,1
721783084,0.75962234,1
345167748,0.7543474,1
439390973,0.7539232,1
595444019,0.75333333,1
552491803,0.75332874,1
1062593134,0.7522178,1
830774260,0.7520785,1
1243596721,0.7517727,1
615199959,0.750392,1
827991946,0.7499425,1
596633902,0.747431,1
614734544,0.74733186,1
781726066,0.74564356,1
640659315,0.7454354,1
498154362,0.7424893,1
1242766522,0.7409034,1
685885466,0.74089223,1
688620743,0.7401967,1
780530068,0.7389946,1
634386778,0.73764914,1
1207471134,0.7369425,1
888232760,0.7365279,1
1215010037,0.73513323,1
288651966,0.73498607,1
300318182,0.73355967,1
762935969,0.73276496,1
278472295,0.73155135,1
773525564,0.73150396,1
763139292,0.7312152,1
606774623,0.7307822,1
1326528214,0.7289862,1
740845931,0.7283806,1
697611554,0.7280977,1
315375723,0.72780854,1
679809112,0.7276466,1
799586784,0.7271611,1
603728389,0.726733,1
284742202,0.72650236,1
514647544,0.7261348,1
1214674793,0.72592837,1
469710181,0.7250958,1
900939355,0.72442174,1
1124826097,0.7242472,1
1330362572,0.7229168,1
1249442553,0.7221987,1
809215633,0.72155267,1
607897411,0.7209522,1
672560961,0.7188547,1
495599069,0.7187664,1
1022578706,0.7184537,1
643545404,0.7182662,1
655744278,0.7175479,1
681912551,0.7163763,1
901895430,0.7158111,1
1113578268,0.71570057,1
811646656,0.7156978,1
566491177,0.71516126,1
808609243,0.7150166,1
1234207214,0.7146689,1
973054379,0.7141741,1
719356587,0.7141357,1
433702733,0.7139058,1
951539074,0.71332294,1
519484867,0.712483,1
851521280,0.7118376,1
1526510558,0.7111346,1
1205141623,0.7096029,1
654555709,0.7094694,1
990474395,0.7094531,1
1227062693,0.70928574,1
1211026763,0.709158,1
946776712,0.70911545,1
1054766160,0.7089243,1
586766069,0.7088464,1
1210941076,0.7085609,1
1460824929,0.708404,1
990609528,0.7072962,1
273950532,0.70720476,1
1219936994,0.7069686,1
1354107115,0.7060749,1
650904759,0.70507187,1
1198560681,0.7048731,1
1332194712,0.703711,1
1339083989,0.7036636,1
1044843484,0.7034025,1
787353922,0.70279855,1
854247735,0.7025587,1
