numero_de_cliente,probabilidad,predict
1016783779,0.9743915,1
1122340744,0.96596473,1
285480881,0.96067214,1
346202943,0.9525504,1
1469402972,0.93753403,1
507653834,0.9335422,1
719952686,0.9327035,1
348375152,0.92927796,1
703907858,0.9286604,1
960841355,0.92363286,1
1231971341,0.92165655,1
825039709,0.92107344,1
1493825886,0.91980547,1
469357652,0.9193611,1
1156415991,0.9183409,1
957781338,0.91731954,1
1459306077,0.9168692,1
999655908,0.9167113,1
1038027871,0.9148907,1
1200808878,0.9148173,1
496272333,0.9129787,1
447990093,0.9127164,1
1237423372,0.90742517,1
1250287995,0.90652174,1
1136719846,0.90650827,1
1351782779,0.9064014,1
508442325,0.90595263,1
971108609,0.90589976,1
582110692,0.9054661,1
1327182802,0.9040114,1
334353609,0.9032809,1
916274165,0.9025953,1
750344678,0.9015689,1
999158844,0.8994198,1
332754467,0.89938784,1
614269197,0.89861196,1
464422087,0.89601016,1
779012668,0.8957656,1
889464941,0.8952563,1
484136978,0.89484763,1
1456839179,0.8943996,1
1125770942,0.8934645,1
340674857,0.89210325,1
700219427,0.8912336,1
679020843,0.88920856,1
710633266,0.88877505,1
1229634178,0.88827085,1
1249442553,0.8874612,1
302346506,0.8835198,1
841876239,0.88172936,1
595961151,0.88170034,1
249952495,0.88133353,1
306285953,0.880843,1
878976935,0.8792401,1
779679442,0.8790505,1
265802677,0.8776731,1
999567231,0.8774255,1
1233370816,0.8773269,1
823107219,0.8752889,1
314236318,0.8741407,1
597221838,0.8737542,1
951573711,0.8729293,1
1238491830,0.8726001,1
776562687,0.871358,1
1144780108,0.87110907,1
901895430,0.8699506,1
1582619617,0.8698999,1
880972654,0.86946386,1
1454897491,0.86627746,1
356662435,0.8662297,1
966379219,0.865138,1
805005484,0.8638781,1
738415924,0.86280775,1
831739592,0.8625012,1
723680938,0.86200553,1
1052835642,0.8619917,1
1093623821,0.86185265,1
321500216,0.8603506,1
1098486448,0.8597885,1
440298764,0.85974836,1
1440838176,0.859297,1
687052369,0.85906124,1
690072207,0.8582394,1
572385139,0.8570826,1
479408826,0.856993,1
1486993569,0.856916,1
560499776,0.8568329,1
275046043,0.85597557,1
850217049,0.8538127,1
279850258,0.8534694,1
725911849,0.85051733,1
355859871,0.8503286,1
585608636,0.8475347,1
1109000125,0.8465461,1
1125158574,0.8461122,1
318751233,0.8453353,1
