numero_de_cliente,probabilidad,predict
316227442,0.9510338,1
723138511,0.9452159,1
1539063779,0.93098617,1
1383962726,0.92801714,1
1121225617,0.92780906,1
1306687893,0.923645,1
307306785,0.9212416,1
1234932332,0.9181468,1
865887179,0.9169872,1
1163420563,0.90625674,1
1437127499,0.9045699,1
815304318,0.9024387,1
1338400811,0.90195006,1
1334226315,0.9006509,1
1444463310,0.8974102,1
551573576,0.89734846,1
1122340744,0.8962112,1
496272333,0.8946919,1
1229634178,0.8946781,1
846843956,0.892219,1
878868856,0.8910921,1
1231971341,0.88926405,1
915577570,0.88855666,1
499946835,0.8878743,1
1172731376,0.8865058,1
807744331,0.8860826,1
598280662,0.88551134,1
517364443,0.8824591,1
767524471,0.8801258,1
843005073,0.88009065,1
472123117,0.87956804,1
1070520236,0.8787918,1
320161493,0.8787372,1
491664360,0.8785329,1
458154443,0.87842566,1
745487516,0.87810916,1
644676568,0.8778007,1
985241289,0.8777404,1
1333333623,0.8774061,1
1382659666,0.8769681,1
1069693163,0.87574625,1
700219427,0.87556523,1
654900945,0.8747656,1
571851534,0.8735094,1
1306133792,0.8734074,1
1318294749,0.8723442,1
462784371,0.87180763,1
1339359438,0.8716199,1
347905134,0.87128735,1
1331896155,0.8712165,1
1231946764,0.87120795,1
1077360503,0.8710504,1
1069547603,0.8707326,1
1330151812,0.8699298,1
1095641786,0.86975724,1
478420001,0.86964345,1
884035080,0.8688584,1
315637466,0.86797523,1
1200808878,0.86763096,1
465674909,0.8674297,1
1013856119,0.86716384,1
979064738,0.8667359,1
1223911446,0.8664386,1
773599296,0.86608225,1
507653834,0.86578584,1
706663117,0.86536723,1
1134705015,0.86532444,1
1453782142,0.8645945,1
1001930722,0.86447436,1
588866510,0.8636861,1
839768428,0.862807,1
1449564990,0.8615368,1
491982688,0.8610671,1
441213780,0.86086154,1
1499666757,0.8608236,1
805005484,0.8606233,1
506637017,0.86012244,1
473756828,0.8586838,1
1237423372,0.8584759,1
761477434,0.85798997,1
1326528214,0.85780746,1
342503359,0.85729903,1
499600139,0.8572914,1
1220554758,0.8547731,1
341405363,0.85436124,1
1439243261,0.8542884,1
747688163,0.8541763,1
939786077,0.8535108,1
268346083,0.85335416,1
714722722,0.85219055,1
1353564680,0.8514137,1
892732799,0.8513939,1
354916631,0.8513065,1
960841355,0.8511378,1
573702274,0.85109466,1
342839406,0.8510167,1
1384446374,0.85098773,1
1103073344,0.85071343,1
1164784957,0.8498914,1
465337547,0.84981966,1
891444836,0.8495426,1
254111380,0.84933764,1
530149356,0.8493254,1
512269757,0.8489633,1
867315168,0.8488682,1
1454897491,0.8485617,1
909584641,0.84850925,1
268237057,0.847872,1
459580972,0.8473863,1
625130517,0.8473491,1
1355024975,0.8468809,1
664667412,0.8466374,1
1224188569,0.8462162,1
1300750608,0.8462098,1
560770554,0.8453792,1
1107139752,0.845033,1
1018675288,0.84462935,1
876172743,0.84412223,1
750344678,0.8440714,1
597854700,0.8438418,1
1469960216,0.84298915,1
829599475,0.8423674,1
1009181571,0.84219503,1
680730105,0.8412977,1
324040923,0.8410103,1
644104534,0.8408181,1
860736413,0.84061974,1
1460471965,0.84017843,1
300333280,0.83953625,1
778935366,0.83946663,1
478607064,0.8391931,1
587326728,0.83894604,1
1079488434,0.83860046,1
925584618,0.8380447,1
1236829015,0.83797175,1
486368180,0.8375531,1
1292054930,0.8374879,1
1472110760,0.83736414,1
738305514,0.837162,1
722148738,0.83704966,1
1463740992,0.83674103,1
460817670,0.8366232,1
1246750521,0.8365202,1
899966586,0.8361426,1
681912551,0.8359444,1
1060827347,0.83586293,1
1335080511,0.835558,1
524867394,0.8353431,1
875722639,0.83524066,1
1053229221,0.8350317,1
992276493,0.8347301,1
891715981,0.8342864,1
345650089,0.8342016,1
865341029,0.8341313,1
466558635,0.8339028,1
900780448,0.83326656,1
464056578,0.833245,1
1253149728,0.8332223,1
858675647,0.8322058,1
812017494,0.83218807,1
800036964,0.8316609,1
770604839,0.831558,1
817541131,0.83154625,1
274479397,0.8312457,1
1178017275,0.83105206,1
1161202043,0.8309172,1
1391064796,0.8308572,1
1469185944,0.83079505,1
1453896933,0.83057874,1
1051629934,0.8305597,1
681999477,0.8302153,1
1180328631,0.8300719,1
853474633,0.82978487,1
549628251,0.82893753,1
1316221430,0.8287192,1
576328088,0.8285782,1
1066820644,0.8275862,1
619867513,0.8274677,1
676227735,0.827281,1
260219459,0.8268821,1
1158788236,0.8259683,1
1079148886,0.8257404,1
1179492522,0.8253441,1
505817604,0.82513815,1
658715396,0.82509774,1
1434654982,0.82482857,1
280482173,0.8243344,1
1202317012,0.82417566,1
807086233,0.8239271,1
