numero_de_cliente,probabilidad,predict
249952495,0.9526761,1
1391269212,0.9505997,1
470057022,0.94938534,1
634386778,0.94859606,1
1122340744,0.9411564,1
508442325,0.9394149,1
1012975237,0.9384007,1
1089707559,0.9361782,1
284742202,0.9350338,1
1454996526,0.93490934,1
1019205178,0.93206936,1
999567231,0.9316128,1
1469402972,0.931539,1
1098486448,0.9314454,1
356662435,0.930531,1
346202943,0.92704725,1
740845931,0.9266894,1
291149719,0.92264575,1
961886397,0.9203573,1
979369427,0.91896945,1
936884668,0.918854,1
932097447,0.91634995,1
706379573,0.91546655,1
1238491830,0.9144843,1
1470755777,0.91159344,1
314236318,0.9106529,1
1229634178,0.9084503,1
552491803,0.9064725,1
1011273772,0.90449935,1
668590958,0.9034026,1
779846086,0.89855427,1
888232760,0.89845735,1
1116995263,0.8982551,1
751350565,0.8967059,1
710322376,0.89635915,1
1356773835,0.8956825,1
1320406352,0.89349794,1
733597636,0.89003533,1
1062593134,0.88896626,1
506282515,0.88867825,1
658350101,0.88534206,1
951539074,0.88344127,1
547718219,0.88284826,1
274914992,0.8825705,1
685436600,0.87607986,1
629052023,0.87546587,1
889464941,0.87458444,1
684576060,0.8743806,1
1327182802,0.87432575,1
1321346235,0.87424856,1
1231095199,0.8727939,1
1103543354,0.8712716,1
1337293848,0.8698587,1
1187581299,0.869742,1
1385007546,0.8694298,1
1089552153,0.8690753,1
1101717337,0.8656438,1
690003736,0.8624669,1
1012226422,0.86168146,1
731111548,0.86048275,1
825039709,0.8597999,1
1336894717,0.8582022,1
678291644,0.85796666,1
1209176750,0.85617214,1
1305321023,0.85566527,1
345764726,0.8552255,1
1103439801,0.8549914,1
540008436,0.8549265,1
571851534,0.8539624,1
1000163117,0.85357934,1
661856507,0.8512352,1
990609528,0.85000175,1
642845444,0.84941983,1
1230541610,0.8492628,1
785215333,0.8489134,1
352906984,0.8480017,1
1463106088,0.8479647,1
956808850,0.84653133,1
308053123,0.8461022,1
1457705185,0.84457105,1
465680374,0.8427461,1
897621250,0.84077555,1
1339896690,0.83707833,1
894415665,0.8345979,1
306285953,0.8327735,1
916274165,0.82987404,1
902482861,0.82934755,1
318751233,0.8276098,1
