numero_de_cliente,probabilidad,predict
1016783779,0.9617947,1
507653834,0.9468789,1
1122340744,0.94615424,1
285480881,0.91653454,1
1469402972,0.91573495,1
496272333,0.91502696,1
346202943,0.913026,1
469357652,0.91046727,1
1459306077,0.9064347,1
614269197,0.8985851,1
479408826,0.8976565,1
901895430,0.8957397,1
595961151,0.8956742,1
957781338,0.8936299,1
348375152,0.89070576,1
516013833,0.88928264,1
999158844,0.88822705,1
1456839179,0.88779694,1
690072207,0.8850383,1
1038027871,0.8845491,1
1156415991,0.8842588,1
1237423372,0.88276637,1
1327182802,0.8826727,1
1250287995,0.8822495,1
719952686,0.8814497,1
1346661987,0.8802308,1
703907858,0.8797198,1
1213881716,0.87710065,1
1231971341,0.8770044,1
447990093,0.8760401,1
1332194712,0.8749765,1
249952495,0.8724345,1
966379219,0.87220484,1
585608636,0.87109846,1
484136978,0.87050575,1
916274165,0.8704743,1
332754467,0.87005866,1
1136719846,0.86781204,1
878976935,0.8670332,1
700219427,0.86650515,1
710633266,0.8661041,1
1200808878,0.8654679,1
1352229749,0.8650667,1
750344678,0.8647547,1
302346506,0.86307174,1
1229634178,0.8626745,1
841876239,0.8611188,1
951573711,0.85971946,1
1222748992,0.8588979,1
960841355,0.85842955,1
462250979,0.8562321,1
723680938,0.85621554,1
725911849,0.8543393,1
560499776,0.8536208,1
1093623821,0.8528526,1
971108609,0.85229236,1
582110692,0.85090256,1
321500216,0.84910595,1
1493825886,0.8488745,1
355859871,0.8479649,1
679020843,0.84645694,1
779846086,0.8443962,1
805005484,0.84380364,1
800100116,0.84319365,1
823107219,0.8417467,1
779012668,0.83952516,1
831739592,0.8392628,1
340674857,0.8392025,1
306285953,0.8369634,1
891071377,0.8359136,1
1144780108,0.8355024,1
265802677,0.8343342,1
999567231,0.83365315,1
776562687,0.8325018,1
1125770942,0.83234847,1
660543608,0.8309074,1
687052369,0.8285329,1
597221838,0.82802796,1
264192451,0.8265001,1
1125932548,0.8260741,1
356662435,0.82556766,1
1071358676,0.8249967,1
655087128,0.82458466,1
1051386142,0.8236823,1
973186813,0.8236364,1
275046043,0.8223418,1
1127528923,0.82203734,1
334353609,0.82155836,1
1199345235,0.8214222,1
853893960,0.82061255,1
889464941,0.81948096,1
1109000125,0.8192534,1
1454897491,0.815134,1
1246638651,0.81449485,1
352906984,0.81383264,1
880972654,0.8133248,1
990418460,0.812907,1
825039709,0.8119222,1
569254088,0.81109124,1
944363118,0.8110565,1
1582619617,0.8105591,1
358548333,0.8105212,1
1083297421,0.80968595,1
1351782779,0.80928415,1
614615235,0.8086934,1
658350101,0.80817527,1
850217049,0.8058349,1
1440838176,0.80572116,1
1303652009,0.8046592,1
524867394,0.8042192,1
667292347,0.8027227,1
314236318,0.8026394,1
1439189948,0.8019588,1
462992579,0.8015752,1
345650089,0.8011798,1
1125158574,0.8003915,1
779679442,0.8002979,1
1027649404,0.79958415,1
1238491830,0.79900473,1
1005037853,0.79840064,1
1052835642,0.7971039,1
999655908,0.79566175,1
466558635,0.7933303,1
958746746,0.79245,1
998643975,0.79165226,1
440298764,0.79136914,1
1103732603,0.7911494,1
571851534,0.78952533,1
1211026763,0.78703284,1
1319687802,0.78590184,1
745940686,0.78551084,1
715432741,0.78287315,1
650904759,0.7816715,1
1332032090,0.7814461,1
317182492,0.78126633,1
1341549803,0.7809145,1
589454522,0.7798124,1
808937929,0.77970386,1
789276429,0.77856266,1
249465047,0.77820367,1
1013406306,0.7776557,1
738415924,0.7775674,1
964454380,0.7772812,1
655175591,0.77661043,1
330532010,0.7762453,1
597674785,0.77498984,1
636964898,0.7748792,1
508442325,0.77481365,1
946326608,0.774803,1
348640601,0.77446926,1
659587021,0.7743336,1
452229345,0.7741028,1
329594466,0.7740028,1
355522005,0.7722648,1
747296112,0.7720508,1
509057536,0.7717343,1
876172743,0.7711592,1
596633902,0.77047294,1
504139187,0.77012664,1
1101717337,0.7695501,1
1137753589,0.76935,1
318751233,0.7680351,1
273950532,0.76741976,1
464422087,0.7665249,1
451705509,0.7657475,1
1249442553,0.7656666,1
1227525709,0.76549417,1
988549189,0.76463497,1
990758222,0.7643279,1
1234207214,0.7636902,1
672560961,0.7625389,1
308198538,0.7619382,1
1253889577,0.76176834,1
257381577,0.76156807,1
745487516,0.7603053,1
444892953,0.7598984,1
642845444,0.7594927,1
1098486448,0.7590331,1
572385139,0.7580808,1
1115105873,0.75594705,1
865364445,0.7558214,1
1248323557,0.7550878,1
935575407,0.7545674,1
460817670,0.7535177,1
266616403,0.7531427,1
981341952,0.752138,1
1330071299,0.75169605,1
608358163,0.7504271,1
941964256,0.7504153,1
1350587874,0.7498201,1
478427371,0.7496587,1
1052769493,0.74944246,1
1198655344,0.74916124,1
631590322,0.74867696,1
913237486,0.74768686,1
1089552153,0.7474387,1
703610974,0.74583703,1
491664360,0.74556094,1
1332462945,0.7455411,1
1024450309,0.74491394,1
885898006,0.7447919,1
1219717993,0.7438968,1
816668413,0.7438027,1
1013858314,0.74350995,1
1237511613,0.7426606,1
1340443062,0.7420099,1
1000685202,0.7415331,1
618086048,0.7413181,1
633697399,0.74097604,1
495599069,0.7409117,1
1233370816,0.74057215,1
1081034126,0.7399744,1
1306282127,0.73986703,1
663202523,0.73943883,1
909060369,0.736851,1
597643863,0.7365772,1
1098132604,0.7360618,1
1034290140,0.73600423,1
1367858820,0.7359264,1
1451756090,0.7356756,1
752506161,0.73466676,1
577144939,0.73350364,1
894719337,0.73297155,1
592537298,0.7329412,1
746018355,0.7326498,1
939134102,0.73225266,1
1133114549,0.7316322,1
601334343,0.7308502,1
1389064552,0.7293363,1
954626581,0.72923684,1
1242851842,0.7288426,1
830944397,0.72861356,1
1333333623,0.7282652,1
889236316,0.7273605,1
1023893441,0.725772,1
609346979,0.72507054,1
597392052,0.72411156,1
650007395,0.72261244,1
1096071761,0.7215401,1
759217496,0.7212589,1
484234553,0.7211432,1
1129172992,0.72089183,1
1235133605,0.72032845,1
250371967,0.71983385,1
278188904,0.71978164,1
279850258,0.71948355,1
585683751,0.71931505,1
579587346,0.71899176,1
852048250,0.71882206,1
735237111,0.71783096,1
874518178,0.7174573,1
1049967128,0.7173243,1
456161423,0.7166931,1
754066294,0.7162017,1
1253149728,0.7158838,1
985241289,0.7149182,1
1236726991,0.7147927,1
812017494,0.71410096,1
644362477,0.7140726,1
555980634,0.7140239,1
594839824,0.71327454,1
300333280,0.7130503,1
473756828,0.7128205,1
1058531312,0.7124702,1
749788536,0.7123261,1
1232934640,0.71204543,1
994305474,0.71174204,1
1070520236,0.71161586,1
823297125,0.71137583,1
976745944,0.71056944,1
650835331,0.70954853,1
477517240,0.70908606,1
771920658,0.70900905,1
752226126,0.7086506,1
266134787,0.7083638,1
1187443177,0.7077273,1
1336894717,0.7067723,1
1095899797,0.7067021,1
329353586,0.7066878,1
1253836118,0.70571923,1
757071905,0.7049599,1
1486993569,0.70450485,1
1243960120,0.7038105,1
947228788,0.70371443,1
1111625350,0.7034191,1
513773510,0.7026918,1
860335831,0.70252603,1
1095364151,0.7013794,1
1337134428,0.70091534,1
934123798,0.70027584,1
1109544670,0.6999163,1
1207471134,0.69954216,1
865381576,0.69944763,1
715968097,0.6993747,1
276120401,0.69907725,1
294967894,0.6989915,1
1335300460,0.6988802,1
1189593431,0.6987948,1
1218882397,0.6986822,1
1227062693,0.6983029,1
1069582898,0.6982232,1
1021569327,0.6977504,1
1460168078,0.6970022,1
1180151414,0.6969843,1
258392485,0.69681525,1
679375635,0.6967691,1
1139770606,0.696247,1
1043751987,0.6961964,1
875839830,0.6961716,1
715237805,0.6960939,1
551646651,0.6960717,1
770604839,0.69593227,1
1006445423,0.6956381,1
268237057,0.6944972,1
586766069,0.6941102,1
720715874,0.6932915,1
913709691,0.6929157,1
267846022,0.6928728,1
1472402469,0.6925811,1
1062991461,0.69179624,1
698013750,0.6917895,1
264258377,0.69166255,1
1347969497,0.6907937,1
580664335,0.69011486,1
843005073,0.6898697,1
1015004577,0.6895639,1
800143506,0.6893486,1
1026887241,0.68888503,1
491667281,0.6875981,1
256410549,0.68725497,1
441307350,0.6870016,1
355984653,0.6863037,1
891444836,0.68509835,1
1095641786,0.68487376,1
1048616732,0.6844437,1
662212836,0.6842659,1
344207736,0.684027,1
1391269212,0.6837705,1
466058061,0.6834958,1
608525679,0.683396,1
552250709,0.68321186,1
892741629,0.68276626,1
1199448353,0.68270105,1
1014287999,0.68269473,1
1339359438,0.68221813,1
1068600863,0.6802064,1
840658576,0.6797121,1
1462884465,0.6792955,1
1306743392,0.6790981,1
827382346,0.6790076,1
1066714316,0.6785843,1
928847010,0.6785147,1
697865338,0.6784984,1
355560433,0.6784002,1
1019193581,0.6775222,1
930975240,0.67717403,1
1128888500,0.676829,1
1092620488,0.6767136,1
1054242256,0.67641145,1
441030005,0.6763877,1
844572498,0.67630726,1
315375723,0.67616373,1
778248541,0.67613894,1
338849343,0.675185,1
554017367,0.6748235,1
614285533,0.6748152,1
892102199,0.6748022,1
708598238,0.6734181,1
345173213,0.6728449,1
676254430,0.6725428,1
1028414410,0.6722877,1
491051336,0.67209643,1
1050418035,0.67168885,1
859443856,0.6706704,1
1122619694,0.6705642,1
1369669167,0.67028004,1
1012530086,0.6701576,1
431718748,0.6695474,1
293245719,0.668552,1
432245359,0.6678025,1
1009175226,0.6671884,1
837848696,0.66696745,1
806120389,0.66618085,1
894415665,0.6658098,1
298332019,0.6653619,1
760605442,0.664135,1
661716489,0.66358095,1
1134531821,0.6630826,1
466571180,0.6627267,1
809215633,0.6624344,1
962959594,0.66240597,1
829431669,0.66193706,1
899339334,0.66183037,1
483537514,0.6613174,1
457646218,0.66112167,1
253649892,0.6606853,1
966182242,0.6602759,1
1416876963,0.6588196,1
1028072454,0.6588038,1
1336639115,0.657748,1
506637017,0.6576242,1
1072088891,0.6570473,1
616548896,0.65652955,1
1112472330,0.65587467,1
719384589,0.65563005,1
1330151812,0.65561867,1
817709082,0.6555898,1
634031260,0.65537465,1
829599475,0.6534741,1
1141265102,0.65343213,1
1330362572,0.65322196,1
1098369838,0.65290445,1
354304853,0.6519513,1
620863409,0.65142334,1
287832706,0.650885,1
1443544204,0.65057003,1
999222431,0.65051466,1
576328088,0.6495458,1
502776912,0.6494905,1
267431649,0.648899,1
893531862,0.6488266,1
983783701,0.6486766,1
333707698,0.64831996,1
1056256643,0.64728993,1
1345754265,0.64710844,1
1219076232,0.6466829,1
1259738398,0.6457412,1
1197150353,0.6450732,1
474295395,0.6450017,1
1170738723,0.64418584,1
914086797,0.64410233,1
1077360503,0.6440267,1
362176960,0.6440109,1
1208463673,0.6435038,1
457966219,0.6429231,1
1064098715,0.64272285,1
1209176750,0.64203423,1
338503015,0.64139783,1
887230093,0.64102876,1
1327537739,0.6408458,1
1317206087,0.64028555,1
459485147,0.64013934,1
1384446374,0.64012724,1
597573786,0.6396404,1
283272360,0.6395759,1
281788949,0.6395123,1
731049200,0.63874185,1
1128911916,0.63811004,1
519562169,0.6376483,1
1502389566,0.63725394,1
980219319,0.63712275,1
1342775050,0.6369663,1
788587051,0.63504535,1
452460225,0.6348189,1
1214697107,0.6341221,1
294574374,0.63377345,1
259309251,0.6334982,1
851521280,0.6334063,1
1056650085,0.6326632,1
549628251,0.631348,1
1159145871,0.63133806,1
1215010037,0.63115615,1
818453525,0.63114506,1
974828108,0.63084453,1
